round,max_value,better_idx,last_values
115,976,0,909
115,976,0,972
115,976,0,950
115,976,0,896
115,976,0,1016
115,976,0,972
115,976,0,955
115,976,0,958
115,976,0,969
115,976,0,986
115,976,0,872
115,976,0,995
115,976,0,975
115,976,0,953
115,976,0,943
115,976,0,927
115,976,0,912
115,976,0,972
115,976,0,1026
115,976,0,852
115,976,0,974
115,976,0,938
115,976,0,895
115,976,0,910
115,976,0,988
115,976,0,990
115,976,0,970
115,976,0,964
115,976,0,926
115,976,0,971
115,976,0,1068
115,976,0,1007
115,976,0,905
115,976,0,908
115,976,0,1020
115,976,0,909
115,976,0,925
115,976,0,962
115,976,0,957
115,976,0,944
115,976,0,875
116,993,87,993
116,1074,92,1074
116,1011,68,920
116,1051,85,1017
116,992,78,882
116,1074,92,1074
116,1040,28,1018
116,930,87,930
116,1045,90,1045
116,969,98,969
116,1090,79,1006
116,1034,83,996
116,1037,94,1037
116,1032,55,1032
116,1038,53,1003
116,1067,65,943
116,1077,99,1077
116,1063,97,1063
116,1104,88,1080
116,1036,90,1036
116,1069,53,962
116,936,88,987
116,999,77,999
116,1061,94,979
116,1034,78,1019
116,1028,67,1005
116,995,92,956
116,990,90,958
116,993,76,974
116,899,44,819
116,1092,96,1092
116,1069,52,994
116,1029,87,1029
116,1027,98,1027
116,983,58,953
116,1084,99,1084
116,1083,99,1083
116,1036,97,1036
116,932,95,932
116,1022,94,1022
116,1051,89,1051
116,1070,96,1070
116,1084,99,1084
116,940,38,903
116,1055,79,1031
116,1005,78,999
116,1009,28,1001
116,955,32,937
116,1054,87,1054
116,1046,16,1000
116,1003,40,944
116,996,97,996
116,1035,92,1035
116,987,51,972
116,1092,93,1092
116,955,82,941
116,1015,90,1015
116,1058,97,1058
116,1063,45,1062
116,1000,40,943
116,1094,67,1087
116,972,47,970
116,1116,93,1116
116,1114,99,1114
116,1077,86,1077
116,1024,82,1024
116,1072,76,1072
116,1001,95,1001
116,929,99,929
116,1015,93,1015
116,1003,46,977
116,957,95,957
116,1115,92,1115
116,1027,87,1027
116,1023,98,1023
116,1034,58,1012
116,932,87,932
116,1037,23,1026
116,1025,95,1025
116,1076,95,1076
116,1060,95,1060
116,1033,80,975
116,1098,90,1098
116,1082,93,1082
116,1039,94,1039
116,1088,30,1069
116,1002,96,1002
116,1021,59,948
116,980,72,852
116,1036,16,1034
116,1097,91,1097
116,979,99,979
116,989,99,989
116,1044,66,971
116,977,35,990
116,1085,92,1085
116,1102,47,989
116,1063,80,917
116,1005,43,944
116,1100,72,988
117,846,94,846
117,793,95,793
117,803,91,803
117,853,96,853
117,801,94,801
117,819,87,819
117,829,55,761
117,845,98,845
117,874,62,787
117,748,53,640
117,792,87,792
117,692,32,771
117,860,84,860
117,747,82,702
117,828,86,828
117,818,79,788
117,862,97,862
117,791,99,791
117,819,98,819
117,783,74,761
117,818,84,818
117,861,96,861
117,834,40,772
117,828,91,828
117,801,34,758
117,881,85,878
117,893,91,893
117,819,93,795
117,817,45,784
117,846,63,806
117,875,71,831
117,913,81,894
117,804,98,804
117,731,97,731
117,878,98,878
117,795,95,795
117,826,99,826
117,875,86,875
117,852,72,834
117,862,94,862
117,930,44,804
117,724,93,724
117,771,96,771
117,730,98,730
117,766,99,766
117,781,66,779
117,875,43,780
117,883,79,883
117,875,99,875
117,711,64,706
117,842,96,842
117,920,83,920
117,839,96,839
117,801,93,801
117,881,97,881
117,689,21,675
117,773,74,738
117,835,69,830
117,937,91,937
117,879,93,879
117,875,99,875
117,837,76,792
117,812,78,812
117,760,21,691
117,941,92,941
117,874,89,921
117,758,95,758
117,805,97,805
117,847,66,824
117,823,43,644
117,939,97,939
117,852,79,774
117,836,94,836
117,806,33,771
117,846,86,805
117,885,99,885
117,807,95,807
117,781,88,781
117,831,98,831
117,894,99,894
117,764,30,641
117,839,31,788
117,842,55,770
117,833,70,734
117,940,90,940
117,822,64,763
117,752,96,752
117,809,96,809
117,802,77,778
117,826,88,819
117,801,44,785
117,768,94,768
117,783,40,704
117,775,37,634
117,791,55,759
117,800,97,800
117,842,89,842
117,794,99,794
117,816,94,816
117,826,97,826
118,1052,92,1052
118,1024,95,1024
118,974,77,921
118,989,92,965
118,1043,81,1002
118,1024,89,1024
118,1046,99,1046
118,989,90,989
118,1025,91,1025
118,1014,53,985
118,994,98,994
118,958,18,937
118,975,96,975
118,962,95,962
118,1072,96,1030
118,1035,95,1035
118,1030,61,995
118,1014,99,1014
118,956,89,956
118,1016,47,1012
118,1030,94,1030
118,1015,89,1015
118,1003,98,1003
118,1021,87,970
118,998,70,945
118,956,85,956
118,1062,79,1050
118,1076,91,1004
118,919,70,835
118,978,74,934
118,1009,98,1009
118,980,95,980
118,1062,93,1062
118,1026,87,1026
118,1002,75,970
118,1042,91,1042
118,1061,98,1061
118,960,74,864
118,993,97,993
118,1044,96,1044
118,1002,95,1002
118,967,64,919
118,944,95,944
118,1025,46,997
118,983,80,983
118,966,91,934
118,1020,88,1020
118,1010,56,960
118,1023,96,1023
118,1018,96,1018
118,1052,92,1052
118,940,90,910
118,1003,82,943
118,956,64,946
118,1003,38,983
118,946,61,817
118,1021,87,1021
118,1031,98,1031
118,1024,97,1024
118,1027,91,1027
118,993,94,993
118,986,82,976
118,1026,89,1026
118,1084,90,1084
118,1024,94,1024
118,997,84,997
118,950,78,907
118,987,92,968
118,985,97,985
118,1013,59,993
118,1016,99,1016
118,1039,93,1039
118,1073,68,1036
118,1032,93,1032
118,1072,83,1072
118,1025,75,983
118,1031,86,1031
118,1018,96,1018
118,1001,98,1001
118,1025,84,969
118,924,94,924
118,1006,91,1006
118,1001,91,1001
118,960,77,957
118,1004,91,1004
118,1007,94,1007
118,1064,70,1010
118,1001,87,1001
118,1061,97,1061
118,934,68,931
118,1021,98,1021
118,1006,89,1006
118,1014,93,1014
118,996,89,968
118,976,93,976
118,997,96,997
118,1048,92,1048
118,994,91,994
118,1076,96,1076
118,927,98,927
119,819,62,788
119,805,84,761
119,795,69,791
119,824,93,824
119,831,91,831
119,768,99,768
119,760,87,760
119,841,97,841
119,825,97,825
119,778,90,778
119,808,88,772
119,767,97,767
119,798,74,798
119,742,88,742
119,788,92,788
119,796,95,796
119,806,41,750
119,757,99,757
119,824,97,824
119,851,87,827
119,812,95,812
119,880,64,841
119,830,98,830
119,774,61,762
119,837,63,756
119,780,92,772
119,727,81,656
119,846,94,832
119,766,94,766
119,856,68,811
119,766,86,750
119,793,97,793
119,855,99,855
119,853,88,818
119,853,68,780
119,812,67,706
119,865,93,865
119,799,92,799
119,872,98,872
119,778,60,743
119,815,69,808
119,783,87,783
119,753,90,753
119,790,73,773
119,789,75,745
119,763,73,734
119,822,95,822
119,813,94,813
119,813,88,798
119,797,75,727
119,833,80,833
119,878,71,878
119,773,92,773
119,852,91,852
119,776,89,776
119,811,87,811
119,766,36,679
119,791,85,791
119,847,87,847
119,865,96,865
119,803,93,803
119,863,80,857
119,856,98,856
119,802,73,774
119,825,95,825
119,874,92,874
119,817,85,812
119,824,97,824
119,855,67,798
119,835,86,835
119,736,96,736
119,759,98,759
119,811,93,811
119,824,88,760
119,781,73,750
119,766,79,708
119,792,71,774
119,845,98,808
119,780,85,780
119,813,93,813
119,884,76,877
119,841,99,841
119,787,95,787
119,830,86,812
119,808,61,805
119,796,82,749
119,846,55,814
119,769,33,749
119,864,76,864
119,809,73,809
119,818,93,818
119,848,99,848
119,700,83,700
119,788,94,788
119,812,77,760
119,737,90,737
119,826,43,826
119,819,68,740
119,780,90,780
119,800,96,800
120,1277,91,1212
120,1159,71,1147
120,1180,92,1180
120,1237,92,1237
120,1199,89,1199
120,1201,73,1183
120,1132,99,1132
120,1127,94,1127
120,1209,98,1209
120,1146,29,943
120,1173,96,1173
120,1188,60,1187
120,1230,93,1230
120,1231,85,1197
120,1141,64,1135
120,1064,50,973
120,1076,97,1076
120,1128,79,1122
120,1116,79,1083
120,1191,94,1191
120,1064,53,1061
120,1191,72,1191
120,1200,89,1200
120,1165,98,1165
120,1196,98,1196
120,1191,99,1191
120,1197,46,1148
120,1183,94,1219
120,1106,43,1052
120,1217,96,1217
120,1169,96,1169
120,1182,96,1182
120,1122,76,1030
120,1140,35,1087
120,1178,98,1178
120,1168,50,1009
120,1039,99,1039
120,1150,95,1150
120,1162,95,1162
120,1122,97,1122
120,1186,88,1145
120,1248,90,1212
120,1157,65,1167
120,1187,99,1187
120,1192,56,1099
120,1197,86,1178
120,1253,83,1235
120,1158,95,1158
120,1182,38,1107
120,1128,45,1198
120,1191,86,1191
120,1086,50,1016
120,1247,96,1247
120,1108,98,1108
120,1214,90,1202
120,1143,77,1143
120,1147,48,1070
120,1058,92,1058
120,1114,86,1111
120,1203,28,1181
120,1126,90,1126
120,1244,97,1244
120,1119,59,1049
120,1177,95,1177
120,1238,96,1238
120,1103,42,1060
120,1189,83,1189
120,1203,49,1142
120,1142,90,1142
120,1190,87,1190
120,1118,78,1130
120,1221,97,1221
120,1123,84,1028
120,1193,92,1193
120,1117,74,1084
120,1249,89,1101
120,1090,83,1090
120,1255,85,1176
120,1192,98,1192
120,1106,72,1082
120,1232,88,1232
120,1078,97,1078
120,1180,96,1180
120,1184,68,1159
120,1207,87,1207
120,1157,69,1084
120,1156,99,1156
120,1210,97,1210
120,1083,99,1083
120,1095,97,1095
120,1194,86,1194
120,1171,96,1171
120,1061,91,1106
120,1187,78,1138
120,1247,97,1247
120,1139,97,1139
120,1174,43,1114
120,1187,99,1187
120,1262,54,1208
120,1069,16,995
121,953,86,924
121,1036,69,1036
121,990,98,990
121,927,44,919
121,1019,66,882
121,956,75,874
121,1041,92,1041
121,1029,98,1029
121,1036,96,1036
121,1087,96,1087
121,1060,93,1060
121,951,94,951
121,943,83,916
121,1024,75,1007
121,988,99,988
121,1107,81,1107
121,966,83,966
121,968,87,968
121,925,90,877
121,1076,86,1076
121,1004,84,1004
121,932,55,929
121,953,90,930
121,1021,49,1007
121,1076,45,1037
121,1047,99,1047
121,942,97,942
121,1001,98,1001
121,1047,92,1047
121,1008,77,886
121,997,67,954
121,1028,10,918
121,1038,47,1029
121,1075,97,1075
121,1070,91,1070
121,996,97,996
121,987,94,987
121,1039,70,1030
121,932,74,926
121,974,34,885
121,1089,74,1057
121,1053,94,1020
121,1006,99,1006
121,1052,89,992
121,995,62,956
121,1044,98,1044
121,989,38,977
121,1010,71,971
121,887,88,887
121,904,61,897
121,1004,92,1004
121,921,79,861
121,1012,82,1012
121,977,36,975
121,1068,86,994
121,882,83,882
121,988,19,956
121,1052,49,1040
121,995,57,951
121,1046,70,942
121,1002,87,935
121,1006,99,1006
121,1011,82,999
121,962,89,962
121,1016,76,1016
121,945,83,896
121,1014,72,1010
121,1059,60,982
121,952,93,952
121,1056,77,964
121,966,37,951
121,1019,23,1014
121,1038,95,1038
121,970,89,1006
121,983,87,957
121,1051,63,976
121,1017,99,1017
121,956,87,956
121,1013,99,1013
121,1078,96,1078
121,1015,99,1015
121,1020,43,953
121,1018,98,1018
121,950,78,935
121,997,50,902
121,1026,71,1011
121,1017,95,1017
121,1066,89,1064
121,1016,75,983
121,1093,90,1093
121,923,27,848
121,1016,91,990
121,962,55,929
121,1034,95,1034
121,935,26,884
121,1005,94,1005
121,917,23,935
121,997,53,967
121,982,27,969
121,909,69,803
122,827,80,827
122,817,87,786
122,762,99,762
122,793,93,793
122,740,96,740
122,806,96,806
122,806,89,806
122,728,98,728
122,800,98,800
122,751,88,687
122,785,95,785
122,748,96,748
122,787,78,731
122,746,98,746
122,738,40,719
122,758,24,738
122,776,63,718
122,823,93,823
122,754,49,721
122,750,92,750
122,751,4,751
122,790,95,790
122,760,78,642
122,720,96,720
122,813,89,813
122,711,64,707
122,796,85,796
122,701,46,697
122,800,93,800
122,728,8,671
122,783,98,783
122,793,99,793
122,732,87,732
122,751,67,747
122,784,61,741
122,784,78,784
122,830,98,830
122,820,99,820
122,820,99,820
122,811,88,811
122,769,90,769
122,775,99,775
122,809,61,786
122,733,23,689
122,743,85,743
122,777,99,777
122,786,96,786
122,808,89,793
122,814,71,785
122,727,86,727
122,783,78,775
122,743,96,743
122,719,94,719
122,750,75,675
122,774,99,774
122,806,96,806
122,788,97,788
122,765,76,760
122,752,97,752
122,778,60,773
122,804,80,790
122,809,96,809
122,779,93,779
122,795,82,766
122,793,88,775
122,762,68,741
122,798,70,752
122,748,99,748
122,757,79,751
122,791,95,791
122,692,80,663
122,813,99,813
122,761,62,758
122,754,52,679
122,751,98,751
122,794,55,734
122,714,78,685
122,829,64,803
122,768,63,767
122,740,98,740
122,817,94,817
122,792,97,792
122,799,86,799
122,768,79,758
122,721,60,688
122,778,67,670
122,753,88,753
122,810,90,810
122,779,80,779
122,801,92,801
122,797,94,797
122,810,86,810
122,740,71,689
122,824,58,692
122,754,66,746
122,765,85,765
122,782,90,782
122,810,88,810
122,727,93,727
122,779,97,779
123,1038,97,1038
123,1030,94,1030
123,1063,79,1001
123,991,67,984
123,1078,97,1078
123,993,89,983
123,1003,41,977
123,996,38,991
123,1032,95,1032
123,1007,95,1007
123,984,95,984
123,1007,80,1007
123,1014,99,1014
123,1032,97,1032
123,1047,90,1047
123,1061,39,988
123,998,84,998
123,1066,96,1066
123,1012,98,1012
123,1041,42,1023
123,1031,97,1031
123,1015,98,1015
123,1027,53,864
123,1083,94,1083
123,988,36,959
123,1057,90,1057
123,1032,88,1032
123,1018,79,995
123,1034,87,1034
123,1051,97,1051
123,1072,98,1072
123,1038,90,1038
123,1041,99,1041
123,1051,99,1051
123,1037,94,1037
123,1001,87,1001
123,1050,35,985
123,1009,85,1009
123,1059,72,1048
123,988,96,988
123,1045,84,1006
123,981,98,981
123,1047,73,1018
123,1000,97,1000
123,1081,86,1016
123,967,87,962
123,1039,54,1030
123,1060,82,1060
123,1038,99,1038
123,1064,93,1064
123,1034,48,1015
123,1031,98,1031
123,1061,97,1061
123,1001,81,967
123,969,99,969
123,1018,94,1018
123,1013,91,1013
123,1059,70,972
123,985,97,985
123,1044,91,1044
123,1056,35,934
123,1023,92,970
123,984,9,974
123,1025,35,952
123,1014,85,1014
123,1035,43,1009
123,1043,91,978
123,1010,97,1010
123,1014,98,1014
123,984,91,984
123,1032,91,1032
123,1062,82,1043
123,1066,37,1059
123,1028,99,1028
123,1066,88,1066
123,993,93,993
123,1003,97,1003
123,990,73,872
123,1028,95,1028
123,1005,97,1005
123,1071,96,1071
123,1054,96,1054
123,986,84,902
123,1065,65,1050
123,1007,88,1007
123,1009,97,1009
123,1014,72,1014
123,987,99,987
123,979,59,929
123,982,73,935
123,1068,85,1068
123,1040,97,1040
123,1059,79,1039
123,1021,95,1021
123,1002,95,1002
123,1024,46,1016
123,1010,80,954
123,1040,77,1011
123,1027,78,1003
123,1045,82,992
124,936,99,936
124,869,49,795
124,898,94,898
124,884,95,884
124,901,80,852
124,902,62,789
124,898,91,898
124,891,60,890
124,890,99,890
124,870,75,870
124,885,89,885
124,870,91,870
124,857,95,857
124,907,95,907
124,842,88,842
124,912,88,912
124,856,94,856
124,844,98,844
124,867,64,824
124,915,94,915
124,929,93,929
124,888,99,888
124,877,80,801
124,909,79,901
124,870,44,761
124,903,98,903
124,868,99,868
124,912,98,912
124,888,75,838
124,890,92,890
124,875,70,875
124,872,98,872
124,863,97,863
124,867,81,853
124,871,94,871
124,888,83,888
124,885,26,870
124,891,98,891
124,834,93,834
124,856,98,856
124,922,60,873
124,937,94,937
124,880,99,880
124,869,94,869
124,896,98,896
124,922,62,865
124,872,66,863
124,879,55,863
124,951,93,951
124,917,78,869
124,926,95,926
124,907,74,907
124,848,60,844
124,902,73,833
124,917,85,917
124,901,97,901
124,857,84,857
124,905,72,905
124,937,96,937
124,932,78,888
124,871,70,850
124,873,77,851
124,864,98,864
124,890,83,813
124,856,98,856
124,858,48,848
124,898,95,898
124,912,79,912
124,912,53,906
124,901,31,786
124,927,97,927
124,923,88,902
124,849,97,849
124,941,69,893
124,848,92,848
124,895,97,895
124,840,21,814
124,926,89,926
124,892,63,888
124,898,43,894
124,908,97,908
124,882,98,882
124,911,98,911
124,909,82,783
124,838,25,823
124,873,57,773
124,851,98,851
124,929,98,929
124,894,93,894
124,913,55,907
124,951,92,951
124,874,99,874
124,827,99,827
124,929,99,929
124,902,99,902
124,877,15,863
124,915,99,915
124,833,98,833
124,813,41,803
124,906,30,883
125,1324,92,1324
125,1288,31,1284
125,1350,90,1302
125,1404,80,1224
125,1408,89,1408
125,1398,75,1296
125,1367,78,1362
125,1381,70,1334
125,1381,94,1381
125,1386,78,1386
125,1264,53,1060
125,1358,77,1231
125,1329,94,1329
125,1335,99,1335
125,1388,45,1341
125,1396,98,1396
125,1379,64,1291
125,1432,80,1387
125,1289,87,1289
125,1378,99,1378
125,1305,99,1305
125,1357,63,1293
125,1377,83,1272
125,1421,92,1421
125,1307,67,1272
125,1360,30,1297
125,1384,96,1384
125,1425,70,1404
125,1358,79,1284
125,1375,90,1375
125,1440,83,1440
125,1288,93,1288
125,1305,94,1305
125,1391,90,1391
125,1385,81,1385
125,1361,79,1256
125,1394,88,1365
125,1460,98,1460
125,1378,98,1378
125,1367,80,1367
125,1388,99,1388
125,1277,40,1229
125,1298,77,1283
125,1264,98,1264
125,1408,74,1350
125,1352,84,1322
125,1336,90,1336
125,1274,62,1166
125,1340,72,1230
125,1226,95,1226
125,1472,99,1472
125,1282,85,1265
125,1433,90,1332
125,1400,87,1341
125,1382,93,1382
125,1404,49,1317
125,1274,99,1274
125,1377,88,1377
125,1375,73,1333
125,1349,45,1299
125,1163,98,1163
125,1330,93,1330
125,1308,96,1308
125,1420,97,1420
125,1434,79,1434
125,1230,94,1230
125,1374,99,1374
125,1380,63,1336
125,1404,93,1404
125,1350,99,1350
125,1378,88,1378
125,1316,98,1316
125,1320,90,1320
125,1326,96,1326
125,1413,99,1413
125,1340,68,1306
125,1353,62,1236
125,1352,87,1352
125,1339,84,1339
125,1437,89,1276
125,1353,83,1353
125,1375,84,1375
125,1374,94,1374
125,1359,88,1359
125,1316,78,1304
125,1414,89,1414
125,1323,75,1322
125,1390,89,1331
125,1368,85,1292
125,1271,79,1271
125,1443,97,1443
125,1313,47,1276
125,1378,58,1327
125,1384,99,1384
125,1365,98,1365
125,1416,76,1416
125,1421,64,1372
125,1392,75,1386
125,1241,42,1123
125,1306,98,1306
126,984,79,984
126,1057,97,1057
126,1010,90,1010
126,1004,92,1004
126,978,56,904
126,1018,93,1018
126,1012,60,964
126,824,92,824
126,965,61,871
126,1005,82,1005
126,1011,72,1011
126,967,22,859
126,948,81,922
126,1029,96,1029
126,966,90,966
126,940,99,940
126,1025,35,921
126,1016,59,985
126,932,96,932
126,1037,94,1037
126,911,98,911
126,979,99,979
126,949,88,928
126,1095,97,1095
126,1014,98,1014
126,1031,95,1031
126,986,92,986
126,995,82,923
126,1005,98,1005
126,956,52,729
126,1011,95,1011
126,974,87,974
126,992,89,992
126,970,95,970
126,943,94,943
126,1010,99,1010
126,1023,53,832
126,907,69,890
126,852,81,852
126,1020,89,1020
126,981,96,981
126,1002,97,1002
126,939,76,939
126,1023,94,1023
126,924,92,924
126,989,61,967
126,870,99,870
126,996,98,996
126,977,86,954
126,926,57,881
126,982,97,982
126,960,83,960
126,1033,93,1036
126,855,12,818
126,986,99,986
126,980,75,766
126,916,47,834
126,956,91,956
126,1062,70,1003
126,1072,87,1072
126,998,98,998
126,965,81,964
126,817,94,814
126,965,94,965
126,1044,87,1044
126,969,21,868
126,934,95,934
126,950,95,950
126,971,98,971
126,939,63,929
126,959,84,933
126,937,83,903
126,904,87,904
126,953,99,953
126,891,83,826
126,982,98,982
126,920,67,894
126,933,86,933
126,1016,93,1016
126,963,56,958
126,1020,47,823
126,995,94,995
126,998,32,983
126,980,70,911
126,942,98,942
126,1043,91,1043
126,983,88,938
126,937,94,937
126,996,98,996
126,996,59,947
126,910,69,880
126,1007,84,1007
126,950,86,892
126,936,63,977
126,975,81,975
126,946,90,946
126,951,91,951
126,922,98,922
126,1030,82,1030
126,913,57,877
127,1122,91,1122
127,1123,46,980
127,1163,99,1163
127,996,66,904
127,1085,95,1085
127,1078,70,1060
127,1105,93,1105
127,1176,61,1140
127,1173,64,1155
127,1113,91,1113
127,1131,98,1131
127,1137,97,1137
127,1159,99,1159
127,1135,60,1153
127,1086,99,1086
127,1170,99,1170
127,1213,95,1213
127,1131,82,1071
127,1137,56,1065
127,1007,97,1007
127,1168,80,1168
127,1182,95,1182
127,992,73,987
127,1082,97,1082
127,1146,90,1146
127,1098,72,995
127,1134,95,1134
127,1065,56,964
127,1085,84,1085
127,1222,99,1222
127,1181,82,1181
127,1123,32,1089
127,1092,53,1028
127,1042,82,1015
127,1136,48,1052
127,1144,96,1144
127,1159,98,1159
127,1155,70,1086
127,1161,99,1161
127,1142,93,1142
127,1131,85,1131
127,1095,62,1017
127,1220,66,1244
127,1132,92,1132
127,1135,81,1135
127,1139,92,1139
127,1177,95,1177
127,1021,95,1021
127,1208,39,1067
127,1263,98,1263
127,1134,83,1134
127,1161,92,1161
127,1141,49,1088
127,1199,78,1173
127,1217,89,1021
127,1208,79,1191
127,1118,71,1073
127,1053,98,1053
127,1152,88,1152
127,1182,37,1105
127,1160,91,1160
127,1173,76,1173
127,1144,81,1206
127,1154,85,1154
127,1177,43,1058
127,1176,94,1176
127,1079,98,1079
127,1175,31,1172
127,1185,73,1121
127,1126,85,1125
127,1193,57,1161
127,1219,87,1219
127,1012,69,1012
127,1190,98,1190
127,1023,44,1009
127,1010,62,884
127,1186,69,1158
127,1038,23,996
127,978,99,978
127,1156,99,1156
127,1009,99,1009
127,975,40,1047
127,1149,93,1149
127,1146,96,1146
127,1232,93,1232
127,1225,99,1225
127,1070,97,1070
127,1116,25,1108
127,1136,98,1136
127,1049,98,1049
127,1164,99,1164
127,1179,85,1179
127,1109,93,1109
127,1072,98,1072
127,1041,40,1000
127,1105,96,1105
127,1069,94,999
127,1012,81,997
127,1204,55,1102
127,1208,96,1208
128,860,0,906
128,948,87,948
128,860,0,842
128,1007,78,996
128,860,0,860
128,911,92,911
128,976,94,976
128,873,52,786
128,924,93,924
128,860,0,887
128,860,0,880
128,870,61,810
128,860,0,949
128,860,0,917
128,860,0,854
128,860,0,906
128,898,96,898
128,975,64,931
128,939,97,939
128,860,0,890
128,935,89,935
128,860,0,825
128,860,0,843
128,904,95,904
128,860,0,846
128,860,0,942
128,906,24,803
128,905,83,905
128,860,0,998
128,920,71,920
128,880,95,880
128,978,90,961
128,951,99,951
128,860,0,762
128,860,0,926
128,888,99,888
128,860,0,961
128,956,63,931
128,877,76,865
128,920,98,920
128,860,0,777
128,860,0,769
128,1000,93,1000
128,860,0,828
128,935,81,841
128,949,96,949
128,860,0,909
128,883,98,883
128,914,71,843
128,860,0,877
128,961,98,961
128,860,0,799
128,982,84,982
128,860,0,732
128,860,0,857
128,890,92,916
128,878,59,777
128,860,0,926
128,922,58,943
128,996,93,996
128,860,0,813
128,917,64,851
128,860,0,833
128,860,0,866
128,1037,83,988
128,860,0,770
128,891,88,899
128,1012,75,1012
128,860,0,899
128,860,0,932
128,934,90,934
128,948,98,948
128,874,99,874
128,928,51,929
128,952,72,910
128,895,70,833
128,860,0,890
128,860,0,864
128,860,0,905
128,1009,97,1009
128,904,63,902
128,883,39,941
128,956,66,956
128,879,73,859
128,901,90,901
128,944,95,944
128,953,68,917
128,860,0,950
128,933,58,900
128,980,76,980
128,949,89,964
128,860,0,952
128,872,96,872
128,961,56,926
128,917,65,853
128,987,91,987
128,922,92,922
128,860,0,857
128,873,39,841
128,860,0,812
129,849,69,837
129,884,89,884
129,875,70,777
129,864,91,864
129,860,95,860
129,880,77,880
129,811,59,807
129,777,89,740
129,819,95,819
129,866,75,866
129,793,96,793
129,841,68,819
129,809,93,809
129,829,93,829
129,799,98,799
129,910,95,910
129,895,94,895
129,805,88,805
129,820,96,820
129,859,73,793
129,830,99,830
129,847,85,847
129,820,88,820
129,866,88,866
129,847,98,847
129,846,96,846
129,780,83,777
129,870,67,712
129,818,96,818
129,876,95,876
129,853,99,853
129,816,97,816
129,873,92,873
129,897,93,897
129,771,48,735
129,858,86,858
129,849,94,849
129,836,88,825
129,800,50,800
129,792,96,792
129,889,81,889
129,845,99,845
129,842,91,842
129,827,97,827
129,870,98,870
129,810,93,810
129,864,95,864
129,877,86,877
129,811,17,743
129,821,99,821
129,856,98,856
129,865,98,865
129,870,99,870
129,864,94,864
129,867,31,847
129,794,61,741
129,830,79,801
129,882,98,882
129,833,98,833
129,894,92,894
129,848,97,848
129,792,55,789
129,829,96,829
129,908,97,908
129,801,79,732
129,872,88,872
129,842,97,842
129,847,92,847
129,808,66,788
129,869,71,869
129,861,92,796
129,875,57,847
129,817,90,817
129,858,81,858
129,801,18,733
129,859,44,806
129,840,88,773
129,851,81,851
129,861,92,861
129,804,99,804
129,872,88,827
129,887,67,815
129,853,84,853
129,825,75,811
129,799,89,799
129,856,83,798
129,817,95,817
129,892,81,892
129,848,83,819
129,830,99,830
129,910,71,814
129,806,98,806
129,887,73,875
129,821,75,821
129,804,99,804
129,872,97,872
129,833,38,724
129,791,97,791
129,840,83,820
129,744,80,732
130,941,99,941
130,947,66,926
130,998,80,952
130,1028,93,1028
130,938,99,938
130,991,66,958
130,993,55,950
130,968,88,930
130,942,26,914
130,913,93,913
130,981,38,958
130,948,93,948
130,990,87,960
130,999,95,999
130,889,90,889
130,953,89,953
130,967,93,967
130,966,91,966
130,1011,94,1011
130,989,83,989
130,957,35,928
130,1032,96,1032
130,961,92,961
130,989,67,970
130,1037,78,992
130,918,94,918
130,959,95,959
130,1000,91,1000
130,958,48,937
130,929,94,929
130,902,79,902
130,1028,69,983
130,961,98,961
130,1014,87,1014
130,916,24,814
130,904,76,902
130,971,71,887
130,1050,93,1050
130,950,69,830
130,912,73,860
130,1006,90,995
130,963,73,963
130,994,47,932
130,949,53,923
130,974,59,950
130,975,94,975
130,945,93,945
130,947,61,923
130,995,98,995
130,983,64,906
130,1005,85,1005
130,962,54,894
130,1009,99,1009
130,967,83,967
130,871,97,871
130,967,98,967
130,1000,98,919
130,936,35,929
130,936,88,936
130,990,80,990
130,989,69,918
130,955,97,955
130,900,95,900
130,989,93,989
130,956,91,956
130,942,88,880
130,1023,98,1023
130,964,65,934
130,841,88,788
130,953,95,953
130,1006,94,923
130,976,99,976
130,1003,92,1003
130,941,97,941
130,1002,89,1002
130,993,69,934
130,1022,85,1022
130,894,98,894
130,939,97,939
130,971,94,971
130,981,66,948
130,966,96,966
130,1022,99,1022
130,986,89,986
130,972,61,966
130,1024,59,952
130,959,99,959
130,993,70,952
130,882,87,875
130,921,88,921
130,957,85,895
130,989,91,989
130,952,80,847
130,984,19,910
130,959,91,959
130,940,39,918
130,984,46,875
130,943,69,943
130,991,91,991
130,936,36,860
131,1082,98,1082
131,1009,51,990
131,1002,98,1002
131,1011,98,1011
131,1025,90,1025
131,1037,36,1066
131,1051,60,1056
131,1081,99,1081
131,1036,88,1036
131,1103,99,1103
131,980,0,945
131,1030,43,968
131,980,0,933
131,1054,96,1054
131,996,58,932
131,1073,82,1073
131,1056,85,1056
131,1120,85,1120
131,1067,77,975
131,1089,98,1089
131,1124,81,1088
131,1033,94,1033
131,980,0,913
131,1019,96,1019
131,1082,70,1001
131,1067,74,965
131,1021,99,1021
131,1065,98,1065
131,1053,57,982
131,1013,94,1013
131,1063,64,1016
131,1051,67,1014
131,1046,49,1009
131,1101,95,1101
131,980,0,920
131,980,0,950
131,980,0,976
131,1061,44,897
131,1048,34,988
131,980,0,946
131,1104,18,1047
131,1012,82,1068
131,1019,97,1019
131,980,0,941
131,1049,99,1049
131,980,0,904
131,987,67,977
131,980,0,1022
131,980,0,905
131,980,0,1040
